host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_has_profile_pic,host_identity_verified
242121488,Martha,09-02-2019,"Colleyville, Texas, United States",within an hour,100,99,TRUE,Oak Cliff,1,TRUE,TRUE
242162552,Leonard,09-02-2019,US,within an hour,100,100,TRUE,White Rock East,1,TRUE,FALSE
10218711,Rebecca,23-11-2013,"Dallas, Texas, United States",within an hour,100,86,FALSE,,1,TRUE,TRUE
7328162,Paula,07-07-2013,"Las Vegas, Nevada, United States",within a day,100,100,TRUE,Belmont,3,TRUE,FALSE
221928217,Pauline,21-10-2018,"Dallas, Texas, United States",,,50,TRUE,Dixon Branch,4,TRUE,FALSE
197272530,Leslie,22-06-2018,"Rockwall, Texas, United States",within an hour,100,97,TRUE,,1,TRUE,TRUE
94631346,Vanessa,11-09-2016,"Dallas, Texas, United States",,,,FALSE,,1,TRUE,TRUE
66955861,Drew,12-04-2016,"Dallas, Texas, United States",within an hour,100,100,TRUE,Central Dallas,1,TRUE,TRUE
16023496,Gavin,26-05-2014,"Dallas, Texas, United States",within an hour,100,71,TRUE,,1,TRUE,TRUE
44289965,Luke,15-09-2015,"Frisco, Texas, United States",within an hour,100,90,TRUE,,3,TRUE,TRUE
216674639,Tim,22-09-2018,"Allen, Texas, United States",within an hour,100,100,FALSE,North Central Dallas,4,TRUE,TRUE
59632723,Kevin,20-02-2016,"Dallas, Texas, United States",within an hour,100,69,TRUE,Oak Lawn,1,TRUE,TRUE
246442951,Liz,02-03-2019,US,within a few hours,100,93,TRUE,Central Dallas,1,TRUE,TRUE
246603102,Samantha,03-03-2019,"Dallas, Texas, United States",,,100,TRUE,Northwest Dallas,1,TRUE,TRUE
104530506,Taylor,20-11-2016,US,,,0,FALSE,Oak Lawn,17,TRUE,TRUE
41390042,Zvi,13-08-2015,"Dallas, Texas, United States",within an hour,100,99,FALSE,Hockaday/Royal Northaven/Royalwood Estate,36,TRUE,TRUE
41414696,Matan,13-08-2015,"Dallas, Texas, United States",within an hour,100,99,TRUE,Far North Dallas,6,TRUE,TRUE
40281139,A.D.,02-08-2015,"Dallas, Texas, United States",within an hour,100,77,FALSE,Oak Cliff,2,TRUE,FALSE
180735204,Noni,26-03-2018,"Richmond, Texas, United States",a few days or more,0,0,FALSE,Lake Highlands,1,TRUE,TRUE
249960325,Tereza,19-03-2019,"Dallas, Texas, United States",within an hour,100,100,TRUE,Mount Auburn,6,TRUE,TRUE
31351981,Grace,16-04-2015,"Dallas, Texas, United States",within an hour,100,96,TRUE,,1,TRUE,TRUE
80755135,Nena & Hub,29-06-2016,"Dallas, Texas, United States",within an hour,100,99,TRUE,,2,TRUE,TRUE
52248339,Sergio And Darius,25-12-2015,"Dallas, Texas, United States",within an hour,100,100,TRUE,Oak Cliff,1,TRUE,TRUE
179775129,Marianne,21-03-2018,"Dallas, Texas, United States",within an hour,100,100,TRUE,Oak Cliff,1,TRUE,TRUE
188733636,Elegant,09-05-2018,"Carrollton, Texas, United States",within an hour,100,99,FALSE,Downtown,80,TRUE,TRUE
151959441,Deven,24-09-2017,"Ithaca, New York, United States",,,,FALSE,Oak Lawn,1,TRUE,TRUE
73427341,Julie,22-05-2016,"Dallas, Texas, United States",within an hour,100,63,TRUE,Oak Cliff,1,TRUE,TRUE
13060870,Jerry & JC,12-03-2014,"New York, New York, United States",within an hour,100,98,FALSE,Oak Lawn,6,TRUE,TRUE
252220275,Patrick,30-03-2019,"Dallas, Texas, United States",within an hour,100,100,TRUE,Junius Heights,2,TRUE,TRUE
162834224,Roksana,15-12-2017,"Dallas, Texas, United States",within an hour,100,93,FALSE,Lake Highlands,1,TRUE,TRUE
252855979,Ei,02-04-2019,"Hesperia, Michigan, United States",,,100,FALSE,Oak Lawn,1,TRUE,TRUE
102314542,Linda,03-11-2016,"Dallas, Texas, United States",within an hour,100,100,FALSE,Far North Dallas,2,TRUE,FALSE
134561219,Paul,11-06-2017,"Dallas, Texas, United States",within a few hours,100,100,TRUE,Hillside/University Meadows/Ridge Wood Park/North Stonewall Terrace,1,TRUE,TRUE
101950082,Linda,31-10-2016,,a few days or more,0,50,FALSE,Northeast Dallas,1,TRUE,FALSE
253980493,Youlonda,08-04-2019,US,within an hour,100,100,FALSE,North Central Dallas,0,TRUE,FALSE
254196081,Abby,08-04-2019,"Carrollton, Texas, United States",within an hour,100,97,TRUE,North Central Dallas,1,TRUE,TRUE
61526771,Rami,04-03-2016,"Dallas, Texas, United States",within an hour,100,100,FALSE,Old East Dallas,1,TRUE,TRUE
90837657,Johnny,19-08-2016,"Dallas, Texas, United States",within an hour,100,97,TRUE,Love Field,1,TRUE,TRUE
255460094,Kenji,12-04-2019,US,,,,FALSE,South Central Dallas,1,TRUE,TRUE
223722184,Reece,01-11-2018,"Dallas, Texas, United States",within an hour,100,100,FALSE,White Rock East,11,TRUE,TRUE
255634411,Jon,13-04-2019,"Dallas, Texas, United States",within a few hours,100,100,FALSE,White Rock Hills,1,TRUE,FALSE
11311623,Jim,14-01-2014,"Tyler, Texas, United States",within an hour,100,100,TRUE,Oak Lawn,1,TRUE,TRUE
256301119,Stay Lux,16-04-2019,"Dallas, Texas, United States",within an hour,97,100,FALSE,Downtown,19,TRUE,TRUE
194175923,Linda,07-06-2018,"Dallas, Texas, United States",,,100,FALSE,Far North Dallas,1,TRUE,FALSE
4089571,Lisa,07-11-2012,"Cedar Rapids, Iowa, United States",within an hour,100,100,FALSE,,2,TRUE,FALSE
51377763,Prince,15-12-2015,"Dallas, Texas, United States",within an hour,98,100,TRUE,Central Dallas,7,TRUE,TRUE
627117,Rba,25-05-2011,"Atlanta, Georgia, United States",within an hour,100,99,FALSE,Old Fourth Ward,66,TRUE,TRUE
202421560,Ivory,15-07-2018,"Dallas, Texas, United States",a few days or more,0,0,FALSE,Hollywood/Santa Monica,1,TRUE,FALSE
805945,Ryan + Michelle,11-07-2011,"Dallas, Texas, United States",within an hour,100,99,TRUE,Vickery Place,2,TRUE,TRUE
233729173,Host Team,01-01-2019,"Grand Prairie, Texas, United States",within an hour,100,93,FALSE,Oak Cliff,19,TRUE,TRUE
257704044,Eddie,24-04-2019,"Dallas, Texas, United States",within an hour,100,97,FALSE,Oak Lawn,6,TRUE,TRUE
26669452,Aesha,25-01-2015,"Kansas City, Missouri, United States",within a few hours,83,59,FALSE,Oak Cliff,27,TRUE,TRUE
257810186,Christopher,24-04-2019,"Dallas, Texas, United States",within an hour,100,100,FALSE,Oak Cliff,1,TRUE,TRUE
40044635,Jean,30-07-2015,"Dallas, Texas, United States",within a few hours,100,100,TRUE,Oak Lawn,1,TRUE,TRUE
257918062,Cliffrichardson,25-04-2019,"Dallas, Texas, United States",within an hour,100,100,FALSE,White Rock Hills,5,TRUE,TRUE
181178708,Ruth,28-03-2018,"Garland, Texas, United States",within an hour,100,100,TRUE,Northeast Dallas,1,TRUE,FALSE
201624208,Melanie,11-07-2018,"Fort Sill, Oklahoma, United States",,,,FALSE,North Central Dallas,1,TRUE,TRUE
256328421,Mary,16-04-2019,"Dallas, Texas, United States",within an hour,100,100,TRUE,Dallas Downtown Historic District,2,TRUE,TRUE
3630040,SimpleCozyStays,20-09-2012,"Dallas, Texas, United States",within an hour,96,99,TRUE,Central Dallas,6,TRUE,TRUE
260708354,Raenell,08-05-2019,"Dallas, Texas, United States",within a few hours,100,100,FALSE,Southeast Dallas,1,TRUE,TRUE
261402143,Joseph,12-05-2019,"Dallas, Texas, United States",within an hour,100,99,FALSE,Oak Cliff,1,TRUE,TRUE
89596337,K & S,12-08-2016,"Chicago, Illinois, United States",within an hour,100,96,FALSE,Central Dallas,23,TRUE,TRUE
122082073,Athena,22-03-2017,"Dallas, Texas, United States",within an hour,100,93,FALSE,Edgewood,6,TRUE,TRUE
166230314,Tee,06-01-2018,"Irving, Texas, United States",within an hour,95,68,FALSE,Northeast Dallas,7,TRUE,TRUE
104360889,Levi,19-11-2016,"Dallas, Texas, United States",within an hour,100,97,TRUE,Junius Heights,1,TRUE,TRUE
63917838,Jasmine,21-03-2016,"Red Oak, Texas, United States",within an hour,100,99,TRUE,Southeast Dallas,6,TRUE,TRUE
100508740,Rone',20-10-2016,"Dallas, Texas, United States",,,100,FALSE,Oak Cliff,1,TRUE,FALSE
84002042,Joi,15-07-2016,"Houston, Texas, United States",,,50,FALSE,Central Dallas,1,TRUE,TRUE
222480672,Valecia,24-10-2018,"Prosper, Texas, United States",,,,FALSE,Downtown,1,TRUE,TRUE
262785992,Sophia,19-05-2019,"Montr?al, Qu?bec, Canada",within an hour,100,94,TRUE,Bryan Square,1,TRUE,TRUE
183605506,Sena,10-04-2018,"Dallas, Texas, United States",within a day,71,0,FALSE,Northwest Dallas,1,TRUE,FALSE
81924038,Anthony W.,05-07-2016,"Dallas, Texas, United States",within a few hours,100,100,FALSE,Oak Lawn,1,TRUE,FALSE
86181137,Josiah,26-07-2016,"Dallas, Texas, United States",within an hour,100,97,TRUE,Old East Dallas,0,TRUE,TRUE
20542691,Hollie + Greg,26-08-2014,"Plano, Texas, United States",within an hour,100,97,TRUE,Oak Lawn,2,TRUE,TRUE
264404309,Royal,27-05-2019,"Carrollton, Texas, United States",within an hour,96,100,FALSE,Oak Lawn,30,TRUE,TRUE
4219419,Viktoriya,22-11-2012,"Salt Lake City, Utah, United States",within an hour,100,77,FALSE,Bent Tree,1,TRUE,FALSE
156543716,Corporate Short Stays Dallas,28-10-2017,"Dallas, Texas, United States",within an hour,91,98,FALSE,Dallas Downtown Historic District,55,TRUE,TRUE
266050060,The Guild,03-06-2019,"Austin, Texas, United States",within an hour,88,70,FALSE,Downtown,2,TRUE,TRUE
7257731,Anna,03-07-2013,"Dallas, Texas, United States",within an hour,100,47,TRUE,Washington Heights,2,TRUE,TRUE
27743386,Mary Alice,14-02-2015,"Dallas, Texas, United States",within an hour,100,100,FALSE,Northwest Dallas,1,TRUE,TRUE
22008305,David,01-10-2014,"Austin, Texas, United States",within an hour,100,100,FALSE,Central Dallas,2,TRUE,TRUE
9090318,Sarah,27-09-2013,"Dallas, Texas, United States",within an hour,100,78,TRUE,Devonshire,1,TRUE,TRUE
45231444,Emma,27-09-2015,"Dallas, Texas, United States",,,94,FALSE,Oak Lawn,2,TRUE,TRUE
69110608,Amy,26-04-2016,"Dallas, Texas, United States",within a few hours,100,92,TRUE,Oak Cliff,1,TRUE,TRUE
44636167,Audra,20-09-2015,"Dallas, Texas, United States",,,,FALSE,,1,TRUE,TRUE
31348177,Grant,16-04-2015,"Dallas, Texas, United States",within a day,100,45,FALSE,Oak Lawn,1,TRUE,TRUE
145852647,Renae K Homes,13-08-2017,"Dallas, Texas, United States",a few days or more,0,0,FALSE,,1,TRUE,TRUE
42222975,Carolina,22-08-2015,"Dallas, Texas, United States",within an hour,90,100,TRUE,Forest Hills/Casa Linda,0,TRUE,FALSE
237249587,Kim,17-01-2019,"Flower Mound, Texas, United States",within an hour,100,98,TRUE,Bryan Square,1,TRUE,TRUE
189927251,Kanessha,16-05-2018,"Dallas, Texas, United States",within an hour,100,100,FALSE,Oak Lawn,0,TRUE,TRUE
112405981,Antonio,20-01-2017,"Dallas, Texas, United States",within an hour,100,100,FALSE,Oak Lawn,1,TRUE,TRUE
272328093,Mick,29-06-2019,"Dallas, Texas, United States",,,,FALSE,Oak Cliff,1,TRUE,FALSE
266368962,Don,04-06-2019,"Arlington, Texas, United States",,,,FALSE,Lake Highlands,1,TRUE,FALSE
66453556,Clint,09-04-2016,"Dallas, Texas, United States",within an hour,100,100,FALSE,West Hollow,1,TRUE,FALSE
130952398,Jennifer,18-05-2017,"Dallas, Texas, United States",within an hour,100,100,FALSE,Oak Cliff,4,TRUE,TRUE
273859177,Lisa,05-07-2019,"Dallas, Texas, United States",within an hour,100,100,FALSE,Downtown,0,TRUE,TRUE
72189887,Vicki,15-05-2016,"Dallas, Texas, United States",within an hour,92,98,TRUE,Northwest Dallas,10,TRUE,TRUE
274812608,Vanessa,09-07-2019,"Dallas, Texas, United States",within an hour,100,97,TRUE,Oak Cliff,0,TRUE,TRUE
47763153,Paramount,30-10-2015,"Carrollton, Texas, United States",within an hour,100,99,FALSE,Downtown,13,TRUE,TRUE
43491948,Stefan,06-09-2015,"Garland, Texas, United States",within an hour,100,100,FALSE,South Central Dallas,10,TRUE,TRUE
43530829,Teri,06-09-2015,"Dallas, Texas, United States",within an hour,100,97,TRUE,Old East Dallas,1,TRUE,TRUE
41089441,Paris,10-08-2015,"Dallas, Texas, United States",within an hour,100,94,FALSE,Downtown,0,TRUE,TRUE
11637266,Jg,25-01-2014,"Lille, Nord-Pas-de-Calais, France",,,100,FALSE,Downtown,1,TRUE,TRUE
57564663,Adam,05-02-2016,,within a day,100,71,FALSE,Oak Cliff,1,TRUE,TRUE
30670318,Tamara,05-04-2015,"New York, New York, United States",within an hour,100,81,FALSE,Oak Lawn,3,TRUE,FALSE
27014592,Skye,31-01-2015,"Dallas, Texas, United States",within an hour,100,99,TRUE,Oak Cliff,0,TRUE,TRUE
211017714,Shaun,21-08-2018,"Brooklyn, New York, United States",,,0,FALSE,,1,TRUE,FALSE
265268931,Tia,30-05-2019,"Lancaster, Texas, United States",within an hour,100,98,FALSE,,2,TRUE,TRUE
265467659,The Guild,31-05-2019,"Austin, Texas, United States",within an hour,90,74,FALSE,Oak Lawn,4,TRUE,TRUE
50210533,Joseph,30-11-2015,"Dallas, Texas, United States",,,,FALSE,Bent Tree,0,TRUE,TRUE
277838773,Stormy,21-07-2019,"Dallas, Texas, United States",,,,FALSE,,1,TRUE,FALSE
187163568,Alicia,30-04-2018,"Dallas, Texas, United States",within an hour,100,86,FALSE,Knox / Henderson,0,TRUE,TRUE
280113126,Guadalupe Marie,28-07-2019,"Dallas, Texas, United States",within an hour,100,86,TRUE,Southeast Dallas,0,TRUE,FALSE
37853441,Azar,08-07-2015,"Richardson, Texas, United States",within an hour,100,98,FALSE,Northwood Hills,18,TRUE,TRUE
25193642,Aimee,25-12-2014,"Garland, Texas, United States",,,,FALSE,Lake Highlands,1,TRUE,TRUE
26805375,Ace,27-01-2015,United States,within an hour,100,84,FALSE,Oak Lawn,18,TRUE,TRUE
33481256,Keith,16-05-2015,"Farmington, Michigan, United States",within an hour,100,100,FALSE,,1,TRUE,TRUE
26446480,Shane,21-01-2015,"Dallas, Texas, United States",within an hour,100,100,TRUE,Lowest Greenville West,0,TRUE,TRUE
6064671,Aaron,23-04-2013,"Dallas, Texas, United States",within an hour,100,100,TRUE,North Central Dallas,1,TRUE,TRUE
171284899,Karteonia,02-02-2018,"Dallas, Texas, United States",within an hour,100,100,FALSE,Dallas Downtown Historic District,2,TRUE,TRUE
4450257,Arvin,20-12-2012,"Dallas, Texas, United States",within a few hours,100,86,TRUE,Northeast Dallas,3,TRUE,TRUE
201156613,Samantha,09-07-2018,"Dallas, Texas, United States",within an hour,100,99,TRUE,Lower Greenville,0,TRUE,TRUE
35176459,Nick,07-06-2015,"Dallas, Texas, United States",,,,FALSE,Oak Lawn,3,TRUE,TRUE
28395458,Adrian,26-02-2015,"Dallas, Texas, United States",within an hour,100,97,FALSE,Northwest Dallas,1,TRUE,TRUE
201420392,Deep Ellum Hostel,10-07-2018,"Austin, Texas, United States",within an hour,98,97,FALSE,Central Dallas,4,TRUE,TRUE
145926217,Joshua,14-08-2017,"Dallas, Texas, United States",within a few hours,100,50,FALSE,Knox / Henderson,0,TRUE,TRUE
5215726,Georgette,24-02-2013,"Dallas, Texas, United States",within an hour,100,99,TRUE,Oak Lawn,3,TRUE,TRUE
60363629,Josh,25-02-2016,"Dallas, Texas, United States",within an hour,100,95,FALSE,Los Altos,2,TRUE,TRUE
287865856,Tomorrow,21-08-2019,US,,,,FALSE,White Rock Hills,1,TRUE,FALSE
51625508,D&N,17-12-2015,"Dallas, Texas, United States",within an hour,100,93,FALSE,M Streets,1,TRUE,FALSE
288736110,Olivia,24-08-2019,"Irving, Texas, United States",within an hour,86,98,TRUE,Dallas Downtown Historic District,3,TRUE,FALSE
84151638,Jake & Kelly,16-07-2016,"Dallas, Texas, United States",within an hour,100,100,TRUE,Southwest Dallas,2,TRUE,TRUE
160097617,Vonda,25-11-2017,"Dallas, Texas, United States",within an hour,100,94,TRUE,Oak Cliff,0,TRUE,TRUE
274906117,Nick,09-07-2019,"Dallas, Texas, United States",within an hour,100,100,FALSE,Oak Lawn,0,TRUE,TRUE
89030290,Tammy,09-08-2016,"Dallas, Texas, United States",within an hour,100,97,TRUE,Southeast Dallas,1,TRUE,TRUE
7452705,Angelica,13-07-2013,"Dallas, Texas, United States",within an hour,100,100,FALSE,Cedar Crest,0,TRUE,FALSE
291440080,Seema,03-09-2019,"Dallas, Texas, United States",within an hour,90,96,TRUE,Preston Highlands,2,TRUE,TRUE
291855610,Marbella,04-09-2019,US,within an hour,100,100,FALSE,Oak Cliff,2,TRUE,FALSE
59575752,Steven,20-02-2016,"Arlington, Texas, United States",within an hour,100,98,TRUE,Fort Worth Avenue,0,TRUE,TRUE
95173132,Dale,14-09-2016,"Dallas, Texas, United States",,,,FALSE,,0,TRUE,TRUE
224997319,Indio,09-11-2018,"Dallas, Texas, United States",within an hour,100,91,FALSE,Oak Lawn,7,TRUE,TRUE
34070203,Qdarius,23-05-2015,"Dallas, Texas, United States",,,,FALSE,Lake Highlands,0,TRUE,FALSE
292305921,Canvas Hotel,05-09-2019,US,,,100,FALSE,Cedars,1,TRUE,TRUE
118912877,Rhon,02-03-2017,"Dallas, Texas, United States",within an hour,100,100,TRUE,Oak Cliff,0,TRUE,TRUE
265921360,Marie,02-06-2019,"Lancaster, Texas, United States",,,,FALSE,Casa Linda,0,TRUE,TRUE
126031305,Vanessa,15-04-2017,"Cape Coral, Florida, United States",within an hour,100,100,FALSE,Lake Highlands,5,TRUE,TRUE
294172070,Pablo,11-09-2019,"Dallas, Texas, United States",within an hour,100,77,TRUE,Lake Highlands,1,TRUE,TRUE
139745413,Natalie,10-07-2017,"Dallas, Texas, United States",within an hour,100,98,TRUE,Love Field,1,TRUE,TRUE
11450240,Rebecca And Clay,19-01-2014,"Dallas, Texas, United States",within an hour,100,99,FALSE,Oak Cliff,6,TRUE,TRUE
2592721,R. Michael,20-03-2017,"Dallas, Texas, United States",within an hour,100,100,TRUE,Preston Citadel Club/McShann Estates,2,TRUE,TRUE
43422,Breck,05-10-2009,"Dallas, Texas, United States",within an hour,100,95,TRUE,,2,TRUE,TRUE
1593022,Deidra,11-01-2012,"Dallas, Texas, United States",,,0,FALSE,Oak Lawn,0,TRUE,TRUE
12383045,Lauralei,19-02-2014,"Dallas, Texas, United States",within a day,50,85,FALSE,Oak Cliff,3,TRUE,TRUE
221854805,Adalid,21-10-2018,"Garland, Texas, United States",within an hour,100,100,TRUE,Southeast Dallas,2,TRUE,TRUE
216471386,Jennifer,20-09-2018,"Dallas, Texas, United States",within an hour,90,100,TRUE,,1,TRUE,TRUE
52303631,Live Luxury,26-12-2015,"Rowlett, Texas, United States",within an hour,100,99,FALSE,Central Dallas,4,TRUE,TRUE
2791533,Ea,30-06-2012,"Dallas, Texas, United States",within an hour,100,100,TRUE,Central Dallas,2,TRUE,TRUE
299099499,Maureene,30-09-2019,"Dallas, Texas, United States",within an hour,100,96,TRUE,,6,TRUE,TRUE
70557587,Chandra,05-05-2016,"Dallas, Texas, United States",within an hour,100,100,FALSE,Junius Heights,4,TRUE,TRUE
294095422,Dathan,11-09-2019,"Dallas, Texas, United States",,,100,TRUE,Oak Lawn,1,TRUE,TRUE
253514036,Ciara,05-04-2019,"Fairburn, Georgia, United States",,,100,FALSE,,1,TRUE,TRUE
24442848,Brittney,03-12-2014,"Dallas, Texas, United States",within an hour,100,97,FALSE,Junius Heights,3,TRUE,TRUE
300548885,Caro And Brian,06-10-2019,"Dallas, Texas, United States",within an hour,100,99,FALSE,Old Lake Highlands,0,TRUE,TRUE
217159516,Joanie,25-09-2018,"McKinney, Texas, United States",,,100,TRUE,Central Dallas,2,TRUE,TRUE
103702257,Patrick,14-11-2016,"Dallas, Texas, United States",within an hour,100,100,TRUE,Central Dallas,0,TRUE,TRUE
212118803,Taylor,27-08-2018,"Dallas, Texas, United States",within an hour,94,97,TRUE,Oak Cliff,14,TRUE,TRUE
172037225,Rush Hour Enterprise,06-02-2018,"Dallas, Texas, United States",within an hour,100,100,FALSE,Dallas Downtown Historic District,0,TRUE,FALSE
191308869,Kathy,24-05-2018,"Dallas, Texas, United States",,,100,TRUE,Northwood Hills,0,TRUE,TRUE
229176026,Alex,05-12-2018,"Houston, Texas, United States",within an hour,100,100,TRUE,West Dallas,0,TRUE,TRUE
128301317,Ray,30-04-2017,"Dallas, Texas, United States",within an hour,100,97,TRUE,Los Altos,1,TRUE,FALSE
118580752,Amy,28-02-2017,"Lewisville, Texas, United States",within an hour,100,98,TRUE,Little Forest Hills,1,TRUE,TRUE
15583683,Kunal And Jo,15-05-2014,"Dallas, Texas, United States",,,100,FALSE,Kessler,0,TRUE,TRUE
267877502,Ida,11-06-2019,"Plano, Texas, United States",within an hour,100,67,FALSE,North Central Dallas,1,TRUE,TRUE
304156789,Brandon,23-10-2019,"Dallas, Texas, United States",within an hour,100,88,TRUE,Lake Highlands,0,TRUE,TRUE
16048313,Rachael,27-05-2014,"Dallas, Texas, United States",within an hour,100,92,TRUE,,1,TRUE,TRUE
9716050,Aja,30-10-2013,"Dallas, Texas, United States",within a day,100,94,FALSE,Northwest Dallas,1,TRUE,TRUE
124166098,Karina,04-04-2017,"Dallas, Texas, United States",within an hour,100,96,TRUE,,1,TRUE,TRUE
305525981,Sara,30-10-2019,"Dallas, Texas, United States",within an hour,100,100,FALSE,,2,TRUE,TRUE
143509693,Kelby,31-07-2017,"Dallas, Texas, United States",within an hour,100,100,FALSE,North Central Dallas,1,TRUE,FALSE
305995519,Ashton,01-11-2019,"Rogers, Arkansas, United States",within an hour,100,100,FALSE,Belmont,1,TRUE,TRUE
59404738,Mignote,18-02-2016,"Dallas, Texas, United States",within a few hours,100,100,FALSE,,0,TRUE,TRUE
307943467,Katherine,07-11-2019,"McKinney, Texas, United States",within an hour,100,98,TRUE,Old East Dallas,0,TRUE,FALSE
37942010,Hilary,08-07-2015,"Dallas, Texas, United States",within an hour,100,99,TRUE,White Rock East,0,TRUE,TRUE
338440,Kale,07-01-2011,"Dallas, Texas, United States",within an hour,100,100,FALSE,Central Dallas,5,TRUE,TRUE
310374455,Kobe,18-11-2019,US,within an hour,100,92,FALSE,Oak Lawn,0,TRUE,FALSE
296273280,Bo,19-09-2019,"Richardson, Texas, United States",,,100,TRUE,Oak Lawn,1,TRUE,TRUE
16252888,Julie,01-06-2014,"Dallas, Texas, United States",within an hour,100,90,FALSE,Northeast Dallas,1,TRUE,TRUE
304582478,Ratio,26-10-2019,"Dallas, Texas, United States",within an hour,100,99,TRUE,Central Dallas,5,TRUE,TRUE
115535336,Frenchie,08-02-2017,"Lewisville, Texas, United States",within a few hours,100,99,TRUE,Southwest Carrollton,1,TRUE,TRUE
147546485,Ricky & Emily,24-08-2017,"Lucas, Texas, United States",within an hour,94,97,TRUE,Lakewood,0,TRUE,TRUE
255271097,Michelle,11-04-2019,"Plano, Texas, United States",within an hour,94,100,TRUE,Belmont,1,TRUE,TRUE
312587268,Ann,27-11-2019,"Midway City, California, United States",,,90,FALSE,Lake Highlands,3,TRUE,TRUE
198252842,Mohamed,26-06-2018,"Dallas, Texas, United States",within an hour,100,96,TRUE,,1,TRUE,TRUE
20340246,Jimmy,21-08-2014,"Dallas, Texas, United States",within an hour,100,100,TRUE,Los Altos,1,TRUE,TRUE
60291103,Rivers Retreats Properties,24-02-2016,"McKinney, Texas, United States",within an hour,100,100,FALSE,Bent Tree,12,TRUE,TRUE
314329533,Meng,03-12-2019,"Frisco, Texas, United States",within an hour,100,89,FALSE,North Central Dallas,0,TRUE,TRUE
97517967,Tracy,01-10-2016,"Houston, Texas, United States",within an hour,100,89,TRUE,Oak Lawn,1,TRUE,TRUE
190991083,Paul,22-05-2018,"Dallas, Texas, United States",within a few hours,100,94,FALSE,Old East Dallas,1,TRUE,TRUE
271845095,Donna,27-06-2019,"North Haven, Connecticut, United States",,,,FALSE,,1,TRUE,FALSE
110067972,Kenneth,05-01-2017,"Frisco, Texas, United States",within a day,80,100,FALSE,North Central Dallas,1,TRUE,TRUE
198469464,Braden,27-06-2018,"Dallas, Texas, United States",within a few hours,100,100,TRUE,Lakewood,0,TRUE,FALSE
206047876,Justin,29-07-2018,"Dallas, Texas, United States",within an hour,100,78,TRUE,North Central Dallas,1,TRUE,TRUE
301855937,Charles,12-10-2019,US,within a few hours,100,87,FALSE,Southeast Dallas,5,TRUE,TRUE
68226084,Imara,21-04-2016,"Arlington, Texas, United States",within an hour,100,87,FALSE,Old East Dallas,0,TRUE,TRUE
178530371,Elia E,14-03-2018,"Dallas, Texas, United States",,,,FALSE,,3,TRUE,TRUE
41364809,Mischell,13-08-2015,"Dallas, Texas, United States",,,,FALSE,,1,TRUE,TRUE
256861373,Sonder (Dallas),19-04-2019,"Dallas, Texas, United States",within an hour,99,98,FALSE,Downtown,6,TRUE,TRUE
22309567,Eduardo,08-10-2014,"Dallas, Texas, United States",,,100,FALSE,M Streets,0,TRUE,TRUE
64242304,Megan,23-03-2016,"Dallas, Texas, United States",within a day,100,99,TRUE,Central Dallas,6,TRUE,TRUE
303258693,Samuel,19-10-2019,US,within an hour,100,88,FALSE,Oak Lawn,0,TRUE,FALSE
324035236,Adeline,03-01-2020,US,,,0,FALSE,Lake Highlands,1,TRUE,TRUE
415238,Christopher,28-02-2011,"Dallas, Texas, United States",within an hour,100,94,TRUE,Central Dallas,1,TRUE,TRUE
27244439,Andrew,05-02-2015,"Tulsa, Oklahoma, United States",within an hour,100,94,TRUE,North Central Dallas,0,TRUE,FALSE
174816483,Sep,22-02-2018,US,within an hour,100,100,TRUE,,1,TRUE,FALSE
230528408,Kendal,13-12-2018,US,within an hour,100,100,TRUE,,1,TRUE,TRUE
88566861,Kasa,07-08-2016,"San Francisco, California, United States",within an hour,100,99,FALSE,Orange,199,TRUE,TRUE
155349619,Duc,20-10-2017,VN,within an hour,100,92,FALSE,,1,TRUE,TRUE
126028941,Shala,15-04-2017,"Dallas, Texas, United States",within an hour,100,67,FALSE,,1,TRUE,TRUE
127778559,Mary,27-04-2017,"Dallas, Texas, United States",within an hour,100,80,FALSE,Oak Lawn,2,TRUE,TRUE
326275482,Johnell,10-01-2020,"Dallas, Texas, United States",,,0,FALSE,North Central Dallas,0,TRUE,TRUE
326714615,Malakia M.,12-01-2020,US,,,,FALSE,Highland Hills,0,TRUE,TRUE
104412812,John,19-11-2016,"Dallas, Texas, United States",,,,FALSE,Northwest Dallas,1,TRUE,FALSE
326354720,Stand Strong HomeStays,11-01-2020,"Dallas, Texas, United States",a few days or more,44,92,FALSE,Old East Dallas,11,TRUE,TRUE
326944504,Khoa,13-01-2020,"Dallas, Texas, United States",within an hour,100,100,TRUE,Oak Cliff,3,TRUE,TRUE
136782000,Michelle,24-06-2017,"Dallas, Texas, United States",within an hour,100,100,TRUE,,2,TRUE,TRUE
97682198,David,02-10-2016,"Dallas, Texas, United States",within a few hours,100,100,FALSE,Lake Highlands,1,TRUE,TRUE
328218139,Jose,16-01-2020,"Dallas, Texas, United States",within an hour,100,100,FALSE,Mill City,4,TRUE,TRUE
328640499,Abode (Dallas),18-01-2020,"Dallas, Texas, United States",within an hour,100,98,FALSE,Downtown,6,TRUE,TRUE
261619589,Jane And Everett,13-05-2019,"Dallas, Texas, United States",within an hour,100,100,TRUE,Oak Cliff,0,TRUE,TRUE
174776495,Vacasa Texas,22-02-2018,US,within an hour,90,99,FALSE,Northwest Dallas,79,TRUE,TRUE
